repo_name,commit,subject,message,is_corrective,is_adaptive,is_perfective,is_refactor,corrective,adaptive,perfective,refactor,change,comment,justification,batch
berta-cms/berta,fb45531e4c9b9cea0e4d4d577dc3c1987af3096f,add change detection error:ExpressionChangedAfterItHasBeenChecked,"add change detection
error:ExpressionChangedAfterItHasBeenChecked
",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
jnidzwetzki/bboxdb,472350d94440f56c22c68b6f9b430bac377ae760,Changed future retry handling,Changed future retry handling,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
blockchain/My-Wallet-V3-iOS,afc15b1b40e1e009d5e732f72326c3a788cb513d,Color changes on request payment screen,"Color changes on request payment screen
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
metabrainz/listenbrainz-server,bb475b2c49db0c47ba5d67e0b36b3614f8587e79,Somehow the change to pgbouncer-master got lost. :(,"Somehow the change to pgbouncer-master got lost. :(
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
sagemathinc/cocalc,0f865a5b416eb29f2f96d2bb7beb0c3a90636075,Changed the link,"Changed the link
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
scality/backbeat,22c25cb244c54235a0af0c0cec386ad6f78af329,bf: ZENKO-1005 allow specifying partition in entry,"bf: ZENKO-1005 allow specifying partition in entry

Changes in this commit:
- Update node-rdkafka version
  See: https://github.com/Blizzard/node-rdkafka/issues/375
- Add specifying partition in kafka entries ONLY for
  ""canary"" entries
",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
yast/yast-yast2,fdae5aa1425b97e67d121508c17f510a2f2d5441,More changes based on code review.,"More changes based on code review.
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
matrix-org/matrix-js-sdk,c92e510a4dd29f71dd05f918fac48f58df9f3c92,Pin to base-x 3.0.4,"Pin to base-x 3.0.4

This avoids API changes in 3.0.5 (requiring `Buffer` instances), but more
importantly also avoids dealing with ES6 in dependencies for another day.

Signed-off-by: J. Ryan Stinnett <91e4c98f79b38ce04c052c188926e2d9ae2a3b28@gmail.com>
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
coq/coq,d800568149afd703e1d0f61496459bf1a364a853,"Merge PR #6021: Fixing #2881 (""change with"" failing in an Ltac definition).","Merge PR #6021: Fixing #2881 (""change with"" failing in an Ltac definition).
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,change_hits_batch_1
demisto/content,43d657bd40ed4312de1c152ab5c6117afa190ae8,Uploader - refactored Misc folder (#7006),"Uploader - refactored Misc folder (#7006)

* refactored Misc folder to IndicatorTypes

* changed argument order",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,change_hits_batch_1
revk/SolarSystem,f87253cd4aa46abf597dfa33363d620ebfe3ed6f,Changed some attributes and added group auto set controls,"Changed some attributes and added group auto set controls
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
awslabs/s2n,faf85529449e0fb4f345d93dd6a7b9a5d481e9fb,Reinitialize the connection before each AEAD test,"Reinitialize the connection before each AEAD test

This change fixes #150

Prior to this change we were not initializing the conn structure
prior to each test.
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,change_hits_batch_1
onedata/oneclient,e5c358514c60260f8a0b56fb9ad5eb0a91f13681,Squashed 'helpers/' changes from 125e627..a4a2be6,"Squashed 'helpers/' changes from 125e627..a4a2be6

a4a2be6 VFS-1161 Remove Translator overhead on Stream.
1c038d2 VFS-1161 Remove dependencies on experimental Boost libs.
3869d93 Merge commit 'd48a60e819a114fe8823d9e6118133f2941f7168' as 'deps/asio'
d48a60e Squashed 'deps/asio/' content from commit 66e76b9
4de3478 Merge pull request #125 in VFS/helpers from feature/merge_changes_from_oneclient to develop
7d80eac Fix oneclient compilation on OS X.
7592b76 Merge pull request #124 in VFS/helpers from feature/VFS-1127-performance-test-framework-for-client to develop
f02c13c Merge commit '2acc59538ffb708736554de8d56b17a1809a4212' into feature/VFS-1127-performance-test-framework-for-client
4770f01 Merge branch 'feature/VFS-1142-client-packages' of ssh://git.plgrid.pl:7999/vfs/oneclient into feature/VFS-1127-performance-test-framework-for-client
f27dce2 VFS-1142 Take glog from system.
fc773ee VFS-1142 Move cmake scripts to cmake/ dir.
bff58ea VFS-1142 Add missing cmake dependencies.

git-subtree-dir: helpers
git-subtree-split: a4a2be61e9c5299a4651fead78831b10652ad1ed
",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
SAP/openui5,a965545049d652b48620882c8952a0ebda497809,[FIX] sap.ui.dt - objectPage test fix,"[FIX] sap.ui.dt - objectPage test fix

The test was faulty. The geometry change was attached on the child overlay but
we need to wait for the geometry change on the parent overlay instead. Its
geometry change includes the child size applying.

Change-Id: I0e1d214a1c3e2c57dd8b76a073252ba33772561e
Signed-off-by: Arthur Trauter <dfd156921707b83061165d3052ad8d2f7fd3cce4@sap.com>
BCP: 1980531146
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,change_hits_batch_1
therion/therion,60425a4545b6317a9c2a869f995152a3250da9b7,update CHANGES,"update CHANGES
",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,change_hits_batch_1
sympa-community/sympa,5944556e4cc545bc8ab6e3efd46232e854509d1d,"[-bug] Change list config page input values encoding so that only quotes are escaped, previously applied tools::escape_html broke parameters with < or > symbols in their values, only converting quotes is enough since the values are always set as inputs' value attributes.","[-bug] Change list config page input values encoding so that only quotes are escaped, previously applied tools::escape_html broke parameters with < or > symbols in their values, only converting quotes is enough since the values are always set as inputs' value attributes.


git-svn-id: 973a93887c0e784230682a02ead6b01d382dde7d@11745 05aa8bb8-cd2b-0410-b1d7-8918dfa770ce
",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,change_hits_batch_1
bcgov/hets,c9d25caf40c8ded11a900c1e27aa66bdcbfbc36d,Merge pull request #1389 from plitton/1.4,"Merge pull request #1389 from plitton/1.4

Merge 1.3 changes",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
kaja47/asciiblog,e25359c94de9bf04b214b24fb034e4e5f3040421,change sectionn below article,"change sectionn below article
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,change_hits_batch_1
qt-labs/qbs,1eff54864642c459263de9653e26d9f56af04ce9,Do not access the bundle module unconditionally,"Do not access the bundle module unconditionally

It is a mistake that the NativeBinary item currently pulls in the bundle
module unconditionally (and also that the module is enabled everywhere).
We want to change that. Prepare for the change by removing all
unconditional accesses to the module's properties.

Change-Id: If57b8222c1a0e2b09c33520882446fa71401f1f1
Reviewed-by: Joerg Bornemann <47777b9406dbddd02a3fdca8341789a013805a11@qt.io>
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,change_hits_batch_1
X-Sharp/XSharpPublic,0a8057c24c684d6264bbc5356478add66eda9afc,"Several runtime changes, work in progress","Several runtime changes, work in progress
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
apache/spark,eaf35de2471fac4337dd2920026836d52b1ec847,[SPARK-23064][SS][DOCS] Stream-stream joins Documentation - follow up,"[SPARK-23064][SS][DOCS] Stream-stream joins Documentation - follow up

## What changes were proposed in this pull request?
Further clarification of caveats in using stream-stream outer joins.

## How was this patch tested?
N/A

Author: Tathagata Das <tathagata.das1565@gmail.com>

Closes #20494 from tdas/SPARK-23064-2.
",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
OntimizeWeb/ontimize-web-ngx,cf0652dc405c9929193814c0f9985093c45bffa0,Changing filter-case-sensitive default value,"Changing filter-case-sensitive default value
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
erxes/erxes,aec55f954e1459c997a9146d10b7b7ca6801c541,added column engageMessageList and engageForm design changed,"added column engageMessageList and engageForm design changed
",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
mongodb/mongo-php-driver,44ee52974391d4ce0702ac84980135f0fe6af76f,Use longer maxAwaitTimeMS in changeStream test,"Use longer maxAwaitTimeMS in changeStream test

This makes the test more robust, since 100ms may not be long enough for the change to appear on some runs.
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
apache/jmeter,daab5c97424325ecde69b676acca5420caf205d3,Markup changes. Addition of code tags.,"Markup changes. Addition of code tags.

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1714326 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: d619a26b9c07f7928aeb8c29c1942326e39e511f",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
tensorflow/tensorflow,fc415ed44f2b0fe732562317d2c3ac5304f431a2,internal change,"internal change

PiperOrigin-RevId: 182294233
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
miraheze/mw-config,64025fc54d1bc8b860137410edcbab9664d1c3d6,change logo and favicon for opendominionwiki per req T2814,change logo and favicon for opendominionwiki per req T2814,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
apache/spark,096552ae4d6fcef5e20c54384a2687db41ba2fa1,[SPARK-26859][SQL] Fix field writer index bug in non-vectorized ORC deserializer,"[SPARK-26859][SQL] Fix field writer index bug in non-vectorized ORC deserializer

## What changes were proposed in this pull request?

This happens in a schema evolution use case only when a user specifies the schema manually and use non-vectorized ORC deserializer code path.

There is a bug in `OrcDeserializer.scala` that results in `null`s being set at the wrong column position, and for state from previous records to remain uncleared in next records. There are more details for when exactly the bug gets triggered and what the outcome is in the [JIRA issue](https://jira.apache.org/jira/browse/SPARK-26859).

The high-level summary is that this bug results in severe data correctness issues, but fortunately the set of conditions to expose the bug are complicated and make the surface area somewhat small.

This change fixes the problem and adds a respective test.

## How was this patch tested?

Pass the Jenkins with the newly added test cases.

Closes #23766 from IvanVergiliev/fix-orc-deserializer.

Lead-authored-by: Ivan Vergiliev <99e3d406f03effbe7ad0d7ba6648ba6700b4be66@gmail.com>
Co-authored-by: Dongjoon Hyun <6ff48b33cbb828151035af58a92f18a39f1d1036@apache.org>
Signed-off-by: Wenchen Fan <563f5923eae9a92c8a3f34a26b67fa348a303ed1@databricks.com>
",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,change_hits_batch_1
googleapis/google-cloud-dotnet,30d259414e19acb5c284c7f7f5375fd42d8f4e56,Improve Travis jobs,"Improve Travis jobs

- Name each job for readability
- Introduce an ""inverse"" regex to easily spot non-Cloud APIs
- Add a change detector (see PR for sample output)
",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
google/closure-templates,e65d5bb74e3ffc4709dcce3fddac94431e5f61fa,"Migrate users from the old, deprecated Subject.fail* methods to the new Subject.fail* methods or, in some cases, to Subject.check.","Migrate users from the old, deprecated Subject.fail* methods to the new Subject.fail* methods or, in some cases, to Subject.check.

Most of the changes in this CL were made manually.

I've tried to preserve all information (and of course behavior!), but the format and grammar of the messages does change. For example before-and-after messages, see the LSC doc.

In some of the CLs in this round (e.g., jscomp), I don't know a lot about the domain being tested, and the assertions are complex, so please let me know if my new phrasing is wrong or confusing.

Thanks again for your patience with all the Truth changes lately.

END_PUBLIC

More information:
  []

Tested:
    [] for global presubmit queue
    []

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=246840960
",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,uncertain,,change_hits_batch_1
rauc/rauc,5e725a3546d0687452111e732542091ebb60c9b2,src/update_handler: add support for updating boot partitions in MBR,"src/update_handler: add support for updating boot partitions in MBR

This introduces the possibility to update the bootloader of systems which
boot from a partition in the MBR partition table.
To differentiate between active and inactive partition, two new
configurations are introduced for slots: region-start and region-end.

After the inactive partition is written, the partition is activated by
changing the partition entry and rewriting the MBR.

Signed-off-by: Thomas Haemmerle <eef4c5d50da40f0b0e1fb7ff593fb5224f04b52f@wolfvision.net>
",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
os2kitos/kitos,98c15b674e02a6687e7fe88981bd0e3a253f730e,Helptexts change DONE,"Helptexts change DONE
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,change_hits_batch_1
freeciv/freeciv,d6a752e348ec42ee8db6400a2d25f9ca502f8e34,Change a number of functions to accept const player struct parameters.  The player dialog columns array is changed so its function callbacks take const parameters.,"Change a number of functions to accept const player struct parameters.  The
player dialog columns array is changed so its function callbacks take
const parameters.

Patch by Frederic Briere <fbriere@fbriere.net> in PR#11489 with added
comments by me.

[[originally from CVS; cvs2svn created svn r9373]]
",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
alkacon/opencms-core,0a9952604fcedda9fbd54c3e063332cab2ca83c2,changed layout of setup wizard,"changed layout of setup wizard
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
wongsyrone/lede-1,bf445b654f509dda25bf75bc11139aacfba1cbf5,"Ack (finally) name change in subpackages, tweak package build","Ack (finally) name change in subpackages, tweak package build

SVN-Revision: 976
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,uncertain,,change_hits_batch_1
samba-team/samba,08f0562240155a871bd2a78d217db660e8ee3c91,selftest: Run dbcheck and improved upgrdeprovision tests against release-4-0-0,"selftest: Run dbcheck and improved upgrdeprovision tests against release-4-0-0

The improved upgradeprovision tests now call ldapcmp to verify the
changes made do actually bring the database in line with a fresh
provision.

Andrew Bartlett

Reviewed-by: Stefan Metzmacher <f1988b9e977fc98ae4b41148d1c7fe6accb829c3@samba.org>
",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
PixarAnimationStudios/OpenSubdiv,0d5b543c4acad580ebf3b97a1b299145c055dede,CpuGLVB: code review changes,"CpuGLVB: code review changes
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
cstim/gwenhywfar,52a959674bbbf9ec83a637be48056c8c6344ad12,minor changes,"minor changes


git-svn-id: a739a095880fa3ebc46f89d9df64e20166cf4ba9@199 70169cfe-8b10-0410-8925-dcb4b91034d8
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
Taeung/tip,269954e542328f014fc07fbb0a986192f7a1cced,USB: don't change HC power state for a FREEZE,"USB: don't change HC power state for a FREEZE

This patch (as1016) prevents PCI-based host controllers from
undergoing a power-state change during a FREEZE or a PRETHAW.  Such
changes are needed only during a SUSPEND.

Signed-off-by: Alan Stern <75ea6bb7bfc1186f92d26164de5f9268c9a45b59@rowland.harvard.edu>
CC: David Brownell <e543181633fc0fc2787945ef377537d9112d0c96@pacbell.net>
Signed-off-by: Greg Kroah-Hartman <4645f7897fd33786a2ee1264d590b3c400559d85@suse.de>

",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,change_hits_batch_1
facebookexperimental/eden,e69254e9489368362ffbebf6459d88504f2bd3f9,subrepo: fix svnsubrepo.dirty() checking of ignoreupdate (issue2499),"subrepo: fix svnsubrepo.dirty() checking of ignoreupdate (issue2499)

The ignoreupdate flag to subrepo.dirty(), introduced in 55e4073493fc, is
correctly checked with this change.
",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,change_hits_batch_1
stinsonga/emacs-mirror,7c655cf643671126b4c3aa3b574b8ac5efbd9bd3,"(highlight-changes-mode): Rename from highlight-changes; no longer uses sub-modes active and passive;  implemented by define-minor-mode. (highlight-changes-toggle-visibility): New function, to replace the old passive/active submodes of global-highlight-changes-mode; implemented by define-minor-mode. (global-highlight-changes-mode'): Rename from global-highlight-changes; rewrite using define-globalized-minor-mode. (hilit-chg-major-mode-hook, hilit-chg-check-global) (hilit-chg-post-command-hook, hilit-chg-check-global) (hilit-chg-update-all-buffers, hilit-chg-turn-off-maybe): Remove due to use of define-globalized-minor-mode. (highlight-changes-global-initial-state): Change to be boolean. (highlight-changes-visible-string, highlight-changes-invisible-string): Rename from highlight-changes-active-string and highlight-changes-passive-string. (hilit-chg-update, hilit-chg-set): Use them. (global-highlight-changes-mode): Rename from global-highlight-changes. (hilit-chg-map-changes, hilit-chg-display-changes): Add arguments to docstring. (hilit-chg-hide-changes): Rewrite to use dolist. (hilit-chg-set-face-on-change, hilit-chg-update) (highlight-changes-rotate-faces): Use highlight-changes-visible-mode variable instead of testing highlight-changes-mode. (highlight-markup-buffers): Add reuire ediff-util;  argument on calls to highlight-changes-mode changed. (highlight-compare-with-file): Fix problems with interactive call giving invalid default file.","(highlight-changes-mode): Rename from
highlight-changes; no longer uses sub-modes active and
passive;  implemented by define-minor-mode.
(highlight-changes-toggle-visibility): New function, to replace
the old passive/active submodes of global-highlight-changes-mode;
implemented by define-minor-mode.
(global-highlight-changes-mode'): Rename from
global-highlight-changes; rewrite using define-globalized-minor-mode.
(hilit-chg-major-mode-hook, hilit-chg-check-global)
(hilit-chg-post-command-hook, hilit-chg-check-global)
(hilit-chg-update-all-buffers, hilit-chg-turn-off-maybe): Remove due
to use of define-globalized-minor-mode.
(highlight-changes-global-initial-state): Change to be boolean.
(highlight-changes-visible-string, highlight-changes-invisible-string):
Rename from highlight-changes-active-string and
highlight-changes-passive-string.
(hilit-chg-update, hilit-chg-set): Use them.
(global-highlight-changes-mode): Rename from global-highlight-changes.
(hilit-chg-map-changes, hilit-chg-display-changes): Add arguments to
docstring.
(hilit-chg-hide-changes): Rewrite to use dolist.
(hilit-chg-set-face-on-change, hilit-chg-update)
(highlight-changes-rotate-faces): Use highlight-changes-visible-mode
variable instead of testing highlight-changes-mode.
(highlight-markup-buffers): Add reuire ediff-util;  argument on calls
to highlight-changes-mode changed.
(highlight-compare-with-file): Fix problems with interactive
call giving invalid default file.
",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,change_hits_batch_1
tensorflow/tensorflow,a325547f4c7bdb169c62bdffa894617beffa7e5f,"The Tensorflow logging level is configured in the code snippet at line 133, as the snippet's description explains at line 113. So I removed it from line 108, once is enough. Change: 142476362","The Tensorflow logging level is configured in the code snippet at line 133, as the snippet's description explains at line 113. So I removed it from line 108, once is enough.
Change: 142476362
",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,change_hits_batch_1
qtile/qtile,1d11544d4ae043b4a99840616ee7ee93bbbc8c2f,support click for pause/play and scroll to change songs in mpd widget,"support click for pause/play and scroll to change songs in mpd widget
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
facebook/mysql-5.6,f0155f6a44dca6d90cb2ddfe23ec64ef4e9eb00c,"ALTER TABLE didn't remember the exact geometry type (POINT, LINESTRING, etc) and changed all into ""GEOMETRY"".","ALTER TABLE didn't remember the exact
geometry type (POINT, LINESTRING, etc)
and changed all into ""GEOMETRY"".
",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,change_hits_batch_1
tensorflow/tensorflow,c3955a3846fc50d4cf73dc99b09512f00966a874,Update generated Python Op docs. Change: 125610051,"Update generated Python Op docs.
Change: 125610051
",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,change_hits_batch_1
hashicorp/consul,c58c53f448d8f97b25f212ed048551f375acb7a2,agent: RPC changes and blocking query support,"agent: RPC changes and blocking query support
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
TileDB-Inc/TileDB,39f2540446adab49a6df0109b41d7f4302dac52c,change mpi lib linker flag,"change mpi lib linker flag
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
sfu-fas/coursys,64ec52294bf624c5c278ddab0c37a6f26f0f02a9,"Changed back index page of advisor. Modified views, dashboard actions and url's","Changed back index page of advisor. Modified views, dashboard actions and url's
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
libretro/RetroArch,331d59694076926823225dbe032a8a8decb572ea,(PS3) Made keybind changing code portable,"(PS3) Made keybind changing code portable
",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
miranda-ng/miranda-ng,90515ba54eedc07949206451c243d1e2148a4e43,fix for displaying our own version in ICQ View/change my details,"fix for displaying our own version in ICQ View/change my details

git-svn-id: 4115c852ce6edf181d3c694a7293ab46e349b79a@5557 1316c22d-e87f-b044-9b9b-93d7a3e3ba9c
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,change_hits_batch_1
CZ-NIC/turris-os,e93c516f4c3ad2664d58040f3e6d871ab14a50d7,brcm47xx: change board detection for some Asus devices,"brcm47xx: change board detection for some Asus devices

This closes #13316

Signed-off-by: Hauke Mehrtens <hauke@hauke-m.de>


git-svn-id: c673a1a018ba15e3442847f58d2337db82164816@37680 3c298f89-4303-0410-b956-a3cf2f4a3e73
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
Laidout/laidout,b9545d704b611aeecc2e1973bb55e978a99c48f1,minor doc change,minor doc change,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,change_hits_batch_1
Taeung/tip,05bf58ca4b8f0be7d7af830f943f6d6b2c9ccee1,Merge branch 'sched-idle-for-linus' of git://git.kernel.org/pub/scm/linux/kernel/git/tip/tip,"Merge branch 'sched-idle-for-linus' of git://git.kernel.org/pub/scm/linux/kernel/git/tip/tip

Pull sched/idle changes from Ingo Molnar:
 ""More idle code reorganization, to prepare for more integration.

  (Sent separately because it depended on pending timer work, which is
  now upstream)""

* 'sched-idle-for-linus' of git://git.kernel.org/pub/scm/linux/kernel/git/tip/tip:
  sched/idle: Add more comments to the code
  sched/idle: Move idle conditions in cpuidle_idle main function
  sched/idle: Reorganize the idle loop
  cpuidle/idle: Move the cpuidle_idle_call function to idle.c
  idle/cpuidle: Split cpuidle_idle_call main function into smaller functions
",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,change_hits_batch_1
materials-commons/materialscommons.org,888e5e334c25b8311cdea26644c0c7f4f06e1c12,fixed layout and tab changes,"fixed layout and tab changes
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,change_hits_batch_1
Koha-Community/Koha,066b55ef4d39cf422fc4f9755de6341a6b6410bb,Bug 10080: (followup) change two last instances of the old syspref name,"Bug 10080: (followup) change two last instances of the old syspref name

Signed-off-by: Galen Charlton <ec70b30b7f2646a69ad76ef1c8908ce7ae37e284@esilibrary.com>
",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,change_hits_batch_1
KDE/kdenlive,ddbd58f6440af4c909ca95893b5e3da982b4ab51,Fix possible crash on change clip speed: http://www.kdenlive.org:80/mantis/view.php?id=699,"Fix possible crash on change clip speed:
http://www.kdenlive.org:80/mantis/view.php?id=699

svn path=/branches/KDE4/; revision=3081
",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,change_hits_batch_1
artsy/eigen,ab4455064b279dbfa69f2b7c40f0da5b5b2c4e5c,Changes the size of the info button on the auctionVC - fixes #1207,"Changes the size of the info button on the auctionVC - fixes #1207
",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,change_hits_batch_1
zulip/zulip,fa738728283aef9f38e7f64ddccc39a9eff742fa,media.css: Replace RGB colors with HSL colors.,"media.css: Replace RGB colors with HSL colors.
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,possibile_fn
wongsyrone/lede-1,26754768121227b2fb8ee44809192aaa032e7816,merge netfilter kernel changes to 2.6.26 as well,"merge netfilter kernel changes to 2.6.26 as well

SVN-Revision: 14600
",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
facebook/mysql-5.6,62771338ca94eee0dfd23a2d5c2fab0269ff1508,Changes for --with-server-suffix Fixed mutex bug in logging (crash on windows when doing SET PASSWORD=) Changed MERGE  tables to not use FILE,"Changes for --with-server-suffix
Fixed mutex bug in logging (crash on windows when doing SET PASSWORD=)
Changed MERGE  tables to not use FILE
",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,,possibile_fn
JGRennison/OpenTTD-patches,e472fed85a8810180812d721d8a0486c64f5ec12,(svn r3219) -Codechange: removed the now obsolite code in the build train command to make half multiheaded engines,"(svn r3219) -Codechange: removed the now obsolite code in the build train command to make half multiheaded engines

",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,possibile_fn
backdrop-ops/backdrop-pantheon,2c77a38848d313a0e19fec4d60b2aa9f027e3de1,,"
- Small cosmetic change to the system module.
",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,possibile_fn
openstack/rpm-packaging,3e78e1b8075e811d0b024e8993d722d81e010a6e,Skip test suite on 32-bit platforms,"Skip test suite on 32-bit platforms

There are some known mismatches (1024 vs 1024L) in the testsuite
for 32bit platforms, and since it is not tested upstream either
let's just skip it until it got fixed.

Change-Id: I98dec8990e6aa6940ca48a42cf85f0e0406c0823
",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
openstack/tripleo-heat-templates,257855082abd78ac81407b8b11f8325fab649e8c,Disable stonith temporarily during upgrades,"Disable stonith temporarily during upgrades

It is best if we disable stonith if a cluster has it configured and on,
before we call ""pcs cluster stop --all"", because should a service fail
to stop for whatever reason, pacemaker will fence the node where it
happened. This is something that we unlikely want during an upgrade as
it will make things worse.

Once the cluster is stopped we can reenable stonith (if it was enabled
to start with) in the CIB while the cluster is shut down.

Closes-Bug: #1596065

Change-Id: I38dcacfabc44539aab1f7da85168fe44a1b43a51
",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,possibile_fn
